customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
6598-KELSS,No,No phone service,DSL,Yes,Yes,No,No,Yes,No
6257-DTAYD,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
2672-OJQZP,Yes,No,DSL,No,No,No,No,No,No
1320-HTRDR,Yes,Yes,Fiber optic,No,No,No,No,No,No
9236-NDUCW,No,No phone service,DSL,Yes,No,No,Yes,No,No
0277-ORXQS,No,No phone service,DSL,No,No,No,Yes,Yes,Yes
9412-ARGBX,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No
8634-MPHTR,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1599-EAHXY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2911-IJORQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2911-WDXMV,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
1775-KWJKQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8622-ZLFKO,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
8166-ORCHU,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes
8547-NSBBO,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
3714-XPXBW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
8062-YBDOE,Yes,No,Fiber optic,No,No,No,No,No,No
5846-ABOBJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9121-PHQSR,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5188-HGMLP,Yes,Yes,Fiber optic,No,No,No,No,No,No
6479-VDGRK,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8104-OSKWT,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
7673-BQGKU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2034-CGRHZ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2667-WYLWJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1089-HDMKP,Yes,No,DSL,No,Yes,No,Yes,No,No
4570-QHXHL,Yes,No,DSL,No,No,No,No,No,No
1689-MRZQR,Yes,No,Fiber optic,No,No,No,No,Yes,No
8780-YRMTT,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
0936-NQLJU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2096-XOTMO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3197-NNYNB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5214-CHIWJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2056-EVGZL,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
8118-LSUEL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
8859-DZTGQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8739-WWKDU,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
2040-XBAVJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4884-LEVMQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0847-HGRML,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0607-DAAHE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0320-DWVTU,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
3230-WYKIR,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
5828-DWPIL,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
3512-IZIKN,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
8329-UTMVM,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
8715-KKTFG,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
6646-VRFOL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0877-SDMBN,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
1891-QRQSA,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6543-XRMYR,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6340-DACFT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6807-SIWJI,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
7730-CLDSV,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
8111-SLLHI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0096-FCPUF,Yes,Yes,DSL,Yes,No,No,No,No,Yes
1597-LHYNC,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
8132-YPVBX,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
1120-BMWUB,Yes,No,DSL,No,Yes,No,Yes,No,No
0743-HRVFF,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
9254-RBFON,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
6372-RFVNS,Yes,No,Fiber optic,No,No,No,No,Yes,No
3635-QQRQD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6253-WRFHY,Yes,No,DSL,No,No,No,No,Yes,Yes
7690-KPNCU,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes
7398-LXGYX,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
0771-WLCLA,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9578-FOMUK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7665-NKLAV,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
9725-SCPZG,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3509-GWQGF,Yes,No,Fiber optic,No,No,No,No,No,No
7114-AEOZE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5095-AESKG,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
0112-QAWRZ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
5485-ITNPC,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9821-BESNZ,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
3705-PSNGL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5099-BAILX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3996-ZNWYK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2833-SLKDQ,Yes,No,DSL,No,No,No,No,No,No
3422-LYEPQ,Yes,No,Fiber optic,No,No,No,No,No,No
4612-SSVHJ,Yes,No,Fiber optic,No,No,No,No,No,Yes
9906-NHHVC,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
3011-WQKSZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9824-QCJPK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7317-GGVPB,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7932-WPTDS,No,No phone service,DSL,No,No,No,No,No,No
7112-OPOTK,Yes,No,Fiber optic,No,No,No,No,No,No
7688-AWMDX,Yes,No,DSL,Yes,No,No,Yes,No,No
8474-UMLNT,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
1627-AFWVJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4931-TRZWN,Yes,No,DSL,Yes,No,No,No,Yes,Yes
7771-ZONAT,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
6861-XWTWQ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1171-TYKUR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0142-GVYSN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2931-FSOHN,Yes,No,DSL,No,Yes,No,No,Yes,No
9526-JAWYF,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
2410-CIYFZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5261-QSHQM,No,No phone service,DSL,No,No,No,No,No,No
9541-PWTWO,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
1389-CXMLU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
8920-NAVAY,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2225-ZRGSG,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
5678-VFNEQ,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
4115-UMJFQ,No,No phone service,DSL,No,Yes,Yes,No,No,No
3506-OVLKD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2019-HDCZY,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6048-UWKAL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
6234-RAAPL,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
1910-FMXJM,Yes,No,Fiber optic,No,No,No,No,No,Yes
2616-UUTFK,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No
8751-EDEKA,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
3721-WKIIL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8985-OOPOS,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
3511-BFTJW,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
3134-DSHVC,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
0603-OLQDC,Yes,No,DSL,Yes,No,No,No,Yes,Yes
8612-GXIDD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0907-HQNTS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7754-IXRMC,Yes,No,DSL,No,No,No,No,No,No
5626-MGTUK,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No
4836-WNFNO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6034-YMTOB,Yes,No,Fiber optic,No,No,No,Yes,No,No
1696-MZVAU,No,No phone service,DSL,No,No,No,No,No,No
6907-FLBER,Yes,Yes,DSL,No,Yes,No,No,No,No
6586-PSJOX,Yes,No,DSL,No,No,Yes,Yes,No,No
5296-PSYVW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6122-EFVKN,No,No phone service,DSL,Yes,No,No,Yes,No,No
4097-YODCF,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
0872-NXJYS,Yes,No,Fiber optic,No,No,No,No,No,Yes
3146-MSEGF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1045-LTCYT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0661-KQHNK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6711-VTNRE,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
4312-KFRXN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0587-DMGBH,Yes,No,DSL,Yes,No,No,No,No,No
6725-TPKJO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8630-FJLIB,Yes,No,Fiber optic,No,No,No,No,No,No
0089-IIQKO,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
4742-DRORA,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
8779-QRDMV,No,No phone service,DSL,No,No,Yes,No,No,Yes
7047-YXDMZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6901-GOGZG,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
0654-PQKDW,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
1226-JZNKR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5666-MBJPT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9867-JCZSP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1699-UOTXU,Yes,No,DSL,Yes,Yes,Yes,No,No,No
4946-EDSEW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1796-JANOW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5519-YLDGW,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3086-RUCRN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
7469-LKBCI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3569-VLDHH,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
2933-XEUJM,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
5504-WSIUR,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
6585-WCEWR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4146-SVFUD,Yes,No,DSL,No,No,No,No,No,No
5701-SVCWR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4822-RVYBB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8805-JNRAZ,Yes,No,DSL,No,Yes,No,No,No,No
3308-MHOOC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4378-BZYFP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9830-ECLEN,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No
1498-NHTLT,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1513-XNPPH,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
4398-HSCJH,Yes,Yes,DSL,No,No,No,Yes,Yes,No
7595-EHCDL,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
5215-LNLDJ,No,No phone service,DSL,No,No,No,No,No,No
7677-SJJJK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9992-RRAMN,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
6242-FEGFD,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
3956-CJUST,Yes,No,Fiber optic,Yes,No,No,No,No,No
4844-JJWUY,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
3703-TTEPD,Yes,No,DSL,Yes,No,Yes,No,Yes,No
4282-YMKNA,Yes,Yes,Fiber optic,No,No,No,No,No,No
6103-QCKFX,Yes,No,DSL,Yes,No,No,Yes,No,No
4631-OACRM,Yes,No,Fiber optic,No,No,No,No,No,Yes
3470-OBUET,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No
2929-QNSRW,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
7853-OETYL,No,No phone service,DSL,Yes,No,No,No,No,No
5318-YKDPV,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
4238-HFHSN,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
9209-NWPGU,Yes,No,DSL,Yes,No,No,Yes,Yes,No
5022-JNQEQ,Yes,No,Fiber optic,No,No,No,Yes,No,No
6007-TCTST,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8357-EQXFO,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
3589-PPVKW,Yes,No,DSL,No,No,No,No,No,No
1574-DYCWE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4999-IEZLT,No,No phone service,DSL,No,No,No,Yes,No,No
4403-BWPAY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1494-EJZDW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9766-HGEDE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4724-WXVWF,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
5469-NUJUR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1724-IQWNM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8043-PNYSD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6734-FQAJX,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
9786-YWNHU,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
8760-ZRHKE,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No
2703-AMTUL,Yes,No,DSL,Yes,Yes,No,No,No,No
4583-PARNH,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
6942-LBFDP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7203-OYKCT,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
9143-CANJF,Yes,No,DSL,Yes,No,No,Yes,No,No
1723-HKXJQ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6619-RPLQZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4791-QRGMF,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6728-VOIFY,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
2081-KJSQF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3397-AVTKU,Yes,No,DSL,No,Yes,No,No,No,Yes
6365-HITVU,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2604-XVDAM,Yes,No,DSL,No,No,No,No,No,No
0487-VVUVK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6656-GULJQ,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
6599-SFQVE,Yes,No,DSL,No,No,No,No,No,Yes
6754-WKSHP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6199-IWKGC,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
6221-AVQYL,Yes,Yes,Fiber optic,No,No,No,No,No,No
5630-IXDXV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7340-KEFQE,No,No phone service,DSL,Yes,No,No,Yes,No,No
5542-NKVRU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4553-DVPZG,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1925-GMVBW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9822-BIIGN,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes
9172-ANCRX,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
4695-VADHF,Yes,No,DSL,No,No,Yes,No,No,Yes
3930-ZGWVE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1084-MNSMJ,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3733-UOCWF,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No
8242-JSVBO,Yes,No,DSL,No,No,No,No,No,No
3804-RVTGV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3904-UKFRE,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
7248-VZQLC,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
0257-KXZGU,Yes,Yes,DSL,No,Yes,Yes,No,No,No
2737-WFVYW,No,No phone service,DSL,No,No,No,No,Yes,Yes
5649-TJHOV,No,No phone service,DSL,No,No,No,No,No,Yes
4324-BZCKL,Yes,No,DSL,No,Yes,Yes,No,No,No
5494-HECPR,Yes,No,Fiber optic,No,No,No,No,Yes,No
1396-QWFBJ,Yes,No,Fiber optic,No,Yes,No,No,No,No
0547-HURJB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7239-HZZCX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4698-KVLLG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0319-QZTCO,Yes,No,DSL,No,Yes,No,No,Yes,No
4056-QHXHZ,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
0415-MOSGF,Yes,No,DSL,No,No,No,No,No,No
6432-TWQLB,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No
1069-XAIEM,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
1767-CJKBA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9068-VPWQQ,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
8818-XYFCQ,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
8747-UDCOI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9825-YCXWZ,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
2114-MGINA,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2074-GKOWZ,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2282-YGNOR,Yes,No,DSL,Yes,No,Yes,Yes,No,No
8229-MYEJZ,Yes,No,DSL,No,Yes,No,No,No,No
4883-QICIH,Yes,No,Fiber optic,No,No,No,No,No,No
9788-YTFGE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3429-IFLEM,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
7649-PHJVR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0816-TSPHQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8267-KFGYD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9801-NOSHQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7182-OVLBJ,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
4059-IIEBK,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
9258-CNWAC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5318-IXUZF,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
8039-ACLPL,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes
4817-KEQSP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9391-EOYLI,Yes,No,Fiber optic,No,No,No,No,No,Yes
7963-GQRMY,Yes,No,DSL,No,No,No,No,No,No
2227-JRSJX,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
3981-QSVQI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8076-FEZKJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6304-IJFSQ,Yes,No,DSL,No,Yes,No,No,No,No
2834-SPCJV,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
1231-YNDEK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1866-NXPSP,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes
9548-LIGTA,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
7064-JHXCE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2388-LAESQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6300-BWMJX,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
4486-EFAEB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3161-GETRM,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
9828-AOQLM,Yes,No,DSL,No,No,No,No,No,No
2433-KMEAS,Yes,Yes,DSL,Yes,No,No,No,No,No
7014-ZZXAW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4554-YGZIH,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
6969-MVBAI,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
6376-GAHQE,Yes,No,Fiber optic,No,No,No,No,Yes,No
9430-NKQLY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4009-ALQFH,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
0023-HGHWL,No,No phone service,DSL,No,No,No,No,No,No
1686-STUHN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3588-WSTTJ,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
2538-OIMXF,No,No phone service,DSL,No,No,No,No,No,No
3806-YAZOV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9127-QRZMH,Yes,No,DSL,Yes,Yes,No,Yes,No,No
7607-QKKTJ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
8665-UTDHZ,No,No phone service,DSL,No,Yes,No,No,No,No
7398-HPYZQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4647-MUZON,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
6856-RAURS,Yes,Yes,Fiber optic,No,No,No,No,No,No
7250-EQKIY,Yes,No,DSL,No,No,Yes,No,No,No
8709-KRDVL,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6701-YVNQG,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2639-UGMAZ,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes
2983-ZANRP,Yes,No,Fiber optic,No,Yes,No,No,No,No
0508-SQWPL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1834-ABKHQ,Yes,No,DSL,No,No,Yes,No,No,No
0280-XJGEX,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0519-XUZJU,Yes,No,Fiber optic,No,No,No,No,No,No
7434-SHXLS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3012-VFFMN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7268-IGMFD,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
9717-QEBGU,Yes,No,Fiber optic,No,No,No,No,No,No
5151-HQRDG,Yes,Yes,DSL,Yes,No,No,No,No,No
2565-JSLRY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0234-TEVTT,No,No phone service,DSL,Yes,No,Yes,No,No,Yes
6862-CQUMB,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
7823-JSOAG,Yes,Yes,Fiber optic,No,No,No,No,No,No
9863-JZAIC,Yes,No,DSL,No,No,No,No,Yes,No
0347-UBKUZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3590-TCXTB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6855-VLGOS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2023-VQFDL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0133-BMFZO,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No
3057-VJJQE,Yes,Yes,DSL,Yes,No,No,No,No,No
9820-RMCQV,Yes,No,DSL,Yes,No,No,No,No,No
9355-NPPFS,Yes,No,Fiber optic,No,No,No,No,No,Yes
9819-FBNSV,Yes,No,Fiber optic,No,No,No,No,No,No
0356-OBMAC,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
7306-YDSOI,Yes,No,DSL,Yes,Yes,Yes,No,No,No
1052-QJIBV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8480-PPONV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
