customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
7136-RVDTZ,One year,Yes,Electronic check,45.25,3264.45
5141-ZUVBH,Month-to-month,No,Bank transfer (automatic),93.0,870.25
8779-YIQQA,One year,No,Mailed check,19.8,350.1
4877-TSOFF,One year,Yes,Bank transfer (automatic),75.75,4264.25
0303-UNCIP,One year,No,Mailed check,65.0,2531.8
6485-QXWWE,Two year,No,Bank transfer (automatic),26.0,1638.7
6618-RYATB,Month-to-month,Yes,Mailed check,79.55,79.55
7872-RDDLZ,Month-to-month,No,Electronic check,54.9,3725.5
9199-PWQVC,One year,Yes,Credit card (automatic),79.7,4786.15
6992-TKNYO,One year,No,Credit card (automatic),69.0,2669.45
0214-JHPFW,Two year,No,Bank transfer (automatic),57.8,4039.3
9313-CDOGY,Month-to-month,No,Electronic check,19.6,717.3
6637-KYRCV,Month-to-month,Yes,Electronic check,30.5,167.2
3521-MNKLV,Month-to-month,Yes,Mailed check,49.7,1167.8
4652-NNHNY,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2
5472-CVMDX,Two year,No,Mailed check,38.9,2719.2
8384-FZBJK,,Yes,Electronic check,100.6,5611.7
2519-LBNQL,One year,Yes,Electronic check,104.35,6339.45
2065-MMKGR,One year,Yes,Credit card (automatic),71.0,2080.1
0002-ORFBO,One year,Yes,Mailed check,65.6,593.3
2961-VNFKL,Two year,Yes,Credit card (automatic),25.95,1801.9
6038-GCYEC,Month-to-month,Yes,Credit card (automatic),54.15,1240.25
0067-DKWBL,Month-to-month,Yes,Electronic check,49.25,91.1
2804-ETQDK,Two year,No,Mailed check,20.55,1357.1
0895-DQHEW,Month-to-month,Yes,Electronic check,104.3,5278.15
9239-GZHZE,Two year,Yes,Credit card (automatic),113.65,8124.2
1241-FPMOF,Two year,No,Mailed check,19.65,1025.05
6283-GITPX,Two year,Yes,Credit card (automatic),76.9,5522.7
6689-TCZHQ,Month-to-month,No,Electronic check,78.95,378.4
4825-FUREZ,Two year,No,Electronic check,20.25,835.5
4959-JOSRX,Month-to-month,Yes,Credit card (automatic),44.6,80.55
1428-GTBJJ,Month-to-month,Yes,Electronic check,74.55,824.75
9170-GYZJC,Month-to-month,No,Credit card (automatic),79.9,3326.2
8690-ZVLCL,Two year,No,Credit card (automatic),88.0,6161.9
5889-JTMUL,Month-to-month,Yes,Electronic check,95.05,4888.7
4307-KTUMW,Month-to-month,No,Electronic check,93.9,5029.2
5949-XIKAE,Month-to-month,Yes,Electronic check,83.55,680.05
5802-ADBRC,One year,Yes,,104.4,5232.9
4366-CTOUZ,Two year,Yes,Mailed check,100.2,5038.45
1849-RJYIG,Month-to-month,Yes,Electronic check,60.0,487.75
6713-OKOMC,Month-to-month,No,Mailed check,29.75,301.9
8450-LUGUK,Two year,Yes,Bank transfer (automatic),24.1,861.85
9782-LGXMC,Month-to-month,No,Bank transfer (automatic),61.75,3024.15
1049-FYSYG,Month-to-month,Yes,Credit card (automatic),35.65,646.05
5442-PPTJY,Two year,No,Mailed check,19.7,258.35
0320-JDNQG,Month-to-month,Yes,Electronic check,99.85,2331.3
6614-YOLAC,Two year,No,Mailed check,58.65,4145.25
8722-PRFDV,Two year,No,Credit card (automatic),77.55,5574.35
7030-NJVDP,Month-to-month,Yes,Electronic check,89.25,2210.2
0607-MVMGC,One year,No,Credit card (automatic),78.75,3600.65
2541-YGPKE,One year,No,Credit card (automatic),63.7,2763.35
9692-TUSXH,Month-to-month,Yes,Electronic check,96.05,1740.7
4922-CVPDX,Two year,Yes,Credit card (automatic),73.5,1905.7
1750-CSKKM,Month-to-month,No,Electronic check,55.35,449.75
1728-BQDMA,Month-to-month,No,Electronic check,44.45,82.7
7521-AFHAB,Month-to-month,No,Mailed check,44.8,220.45
5868-YWPDW,Month-to-month,Yes,Electronic check,84.2,519.15
1320-REHCS,Month-to-month,Yes,Electronic check,110.75,5832
1023-BQXZE,Two year,Yes,Bank transfer (automatic),74.35,4317.35
5832-TRLPB,One year,Yes,Bank transfer (automatic),75.35,2243.9
3967-VQOGC,Two year,Yes,Mailed check,24.9,1680.25
9661-ACXBS,Month-to-month,Yes,Electronic check,105.2,4400.75
5602-BVFMK,One year,No,Mailed check,19.3,228.75
4323-SADQS,Month-to-month,Yes,Electronic check,34.5,279.25
1539-LNKHM,Month-to-month,No,Mailed check,20.4,266.6
7470-MCQTK,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4
5136-RGMZO,Month-to-month,Yes,Electronic check,71.05,2168.15
6543-CPZMK,Month-to-month,Yes,,29.95,248.95
9639-BUJXT,One year,No,Mailed check,20.5,1328.15
7856-GANIL,One year,Yes,Bank transfer (automatic),98.7,4525.8
4415-WNGVR,One year,Yes,Electronic check,79.2,943.85
3481-JHUZH,Month-to-month,Yes,Electronic check,80.25,3439
0278-YXOOG,Month-to-month,No,Mailed check,21.05,113.85
5227-JSCFE,Two year,No,Credit card (automatic),46.35,3353.4
2091-GPPIQ,Two year,Yes,Electronic check,78.95,5730.15
9643-YBLUR,Month-to-month,Yes,Credit card (automatic),69.05,653.95
9419-IPPBE,One year,Yes,Electronic check,90.15,4554.85
2877-VDUER,One year,No,Mailed check,40.9,1383.6
2924-KHUVI,One year,Yes,Electronic check,100.55,5514.95
0439-IFYUN,Month-to-month,Yes,Electronic check,74.7,1294.6
2587-EKXTS,Month-to-month,Yes,Electronic check,111.5,4915.15
6661-EIPZC,Month-to-month,Yes,Credit card (automatic),29.5,1423.05
5756-JYOJT,One year,No,Credit card (automatic),64.9,697.25
3259-FDWOY,Two year,Yes,Bank transfer (automatic),106.0,7723.7
1480-IVEVR,One year,Yes,Bank transfer (automatic),81.6,2815.25
8070-AAWZP,Month-to-month,No,Mailed check,34.25,828.2
2001-EWBQU,Two year,No,Electronic check,104.7,6333.8
2606-RMDHZ,Month-to-month,Yes,Credit card (automatic),30.5,208.7
5688-KZTSN,Month-to-month,Yes,Electronic check,20.0,288.05
5956-YHHRX,Month-to-month,Yes,Electronic check,104.35,2271.85
6563-VRERX,One year,No,Mailed check,20.6,690.25
7243-LCGGZ,Month-to-month,,Mailed check,20.9,20.9
3777-XROBG,Two year,No,Credit card (automatic),19.55,1079.65
5081-NWSUP,One year,No,Mailed check,64.9,685.55
5442-BXVND,Month-to-month,No,Bank transfer (automatic),24.25,838.5
0612-RTZZA,Month-to-month,No,Electronic check,25.25,25.25
5103-MHMHY,Month-to-month,No,Mailed check,45.95,45.95
5269-NRGDP,One year,No,Electronic check,73.15,3088.25
4781-ZXYGU,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15
0902-RFHOF,One year,No,Mailed check,20.1,730.1
8601-QACRS,Month-to-month,Yes,Mailed check,50.6,249.95
6333-YDVLT,One year,Yes,Credit card (automatic),110.0,7138.65
5730-RIITO,Month-to-month,Yes,Credit card (automatic),33.45,1500.25
8125-QPFJD,Two year,Yes,Bank transfer (automatic),84.9,6065.3
6270-OMFIW,One year,Yes,Electronic check,94.4,5610.25
7879-CGSFV,One year,Yes,Mailed check,100.9,5552.05
3870-SPZSI,Two year,Yes,Credit card (automatic),113.05,7869.05
8873-GLDMH,Month-to-month,Yes,Mailed check,73.85,401.3
5716-LIBJC,One year,Yes,Credit card (automatic),104.15,1299.1
0224-NIJLP,Two year,No,Mailed check,20.15,165.5
4713-ZBURT,Two year,No,Bank transfer (automatic),99.7,4634.35
3870-MQAMG,One year,No,Electronic check,110.35,5893.15
3550-SAHFP,Month-to-month,Yes,Electronic check,83.35,2757.85
4700-UBQMV,One year,Yes,Bank transfer (automatic),75.9,1549.75
0727-BMPLR,One year,Yes,Electronic check,100.0,5509.3
3627-FHKBK,Month-to-month,No,Mailed check,75.3,75.3
9142-KZXOP,Month-to-month,No,Credit card (automatic),68.85,2958.95
5980-BDHPY,Two year,Yes,Bank transfer (automatic),87.1,6230.1
4418-LZMSV,Month-to-month,No,Bank transfer (automatic),61.8,750.1
8123-QBNAZ,Month-to-month,Yes,Credit card (automatic),104.5,3684.95
5743-KHMNA,Two year,No,Bank transfer (automatic),25.55,1898.1
0781-LKXBR,Month-to-month,Yes,Electronic check,100.5,918.6
9931-KGHOA,Month-to-month,No,Bank transfer (automatic),55.0,2473.95
7124-UGSUR,One year,Yes,Credit card (automatic),104.4,6405
5329-KRDTM,Two year,No,Credit card (automatic),77.35,5396.25
1024-VRZHF,Month-to-month,Yes,Electronic check,74.95,825.7
4482-EWFMI,Month-to-month,Yes,Electronic check,69.7,135.2
0366-NQSHS,Month-to-month,No,Mailed check,19.35,46.35
8752-STIVR,Month-to-month,Yes,Electronic check,79.0,303.15
8878-HMWBV,Month-to-month,Yes,Electronic check,49.15,169.05
3050-GBUSH,Month-to-month,Yes,Credit card (automatic),34.8,113.95
6718-BDGHG,One year,Yes,Bank transfer (automatic),64.85,2908.2
1830-IPXVJ,Two year,No,Credit card (automatic),19.75,1311.6
7481-ATQQS,Month-to-month,Yes,Credit card (automatic),90.85,4515.85
5203-XEHAX,One year,No,Electronic check,64.35,2053.05
2740-TVLFN,Month-to-month,Yes,Electronic check,50.15,50.15
7054-LGEQW,Month-to-month,No,Mailed check,45.95,45.95
3166-PNEOF,Two year,No,Credit card (automatic),86.45,5175.3
4585-HETAI,Month-to-month,Yes,Electronic check,73.75,325.45
0872-CASZJ,One year,Yes,Mailed check,69.1,4096.9
7396-VJUZB,Month-to-month,No,Mailed check,45.25,155.35
7644-OMVMY,Two year,No,Mailed check,19.85, 
5847-MXBEO,One year,No,Mailed check,20.3,475.1
8398-TBIYD,Two year,Yes,Bank transfer (automatic),84.7,6185.15
2533-TIBIX,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65
0761-AETCS,Month-to-month,No,Electronic check,19.3,19.3
1447-PJGGA,Two year,Yes,Electronic check,95.25,5464.65
6986-IJDHX,Month-to-month,Yes,Mailed check,86.3,3266
6806-YDEUL,Month-to-month,No,Bank transfer (automatic),19.5,106.8
3688-FTHLT,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05
5202-IVJNU,Month-to-month,No,Credit card (automatic),30.1,1131.3
0754-EEBDC,Two year,No,Mailed check,19.9,76.65
9572-MTILT,Month-to-month,Yes,Electronic check,106.75,6252.9
0197-PNKNK,One year,No,Bank transfer (automatic),84.45,5848.6
7217-JYHOQ,Month-to-month,Yes,Credit card (automatic),70.3,1706.45
2030-BTZRO,Two year,Yes,Credit card (automatic),20.4,107.6
8087-LGYHQ,Month-to-month,Yes,Electronic check,94.05,811.65
7337-CINUD,Two year,No,Bank transfer (automatic),19.5,159.35
1577-HKTFG,Month-to-month,No,Bank transfer (automatic),19.65,655.85
8184-WMOFI,One year,No,Credit card (automatic),71.4,4487.3
1293-HHSHJ,One year,No,Mailed check,21.1,741
6051-PTVNS,One year,No,Credit card (automatic),19.15,998.1
3995-WFCSM,Month-to-month,No,Electronic check,60.85,111.4
9253-QXKBE,Month-to-month,Yes,Electronic check,94.45,2653.65
2080-GKCWQ,Month-to-month,No,Electronic check,74.95,151.75
2519-ERQOJ,Month-to-month,Yes,Electronic check,54.6,1803.7
3074-GQWYX,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75
7660-HDPJV,Month-to-month,Yes,Electronic check,69.2,69.2
4389-UEFCZ,Two year,Yes,Electronic check,105.5,7544
2856-NNASM,Month-to-month,Yes,Mailed check,89.55,3856.75
8065-YKXKD,Month-to-month,Yes,Electronic check,74.75,799.65
8207-VVMYB,Two year,Yes,Bank transfer (automatic),26.0,2006.95
6365-MTGZX,Month-to-month,Yes,Electronic check,96.0,2122.45
9391-TTOYH,Month-to-month,Yes,Mailed check,19.5,470.2
6682-VCIXC,One year,Yes,Bank transfer (automatic),51.25,2151.6
6121-VZNQB,Month-to-month,Yes,Mailed check,19.1,19.1
2359-KMGLI,Month-to-month,Yes,Electronic check,80.25,1861.5
8433-WPJTV,One year,Yes,Bank transfer (automatic),103.9,6767.1
1061-PNTHC,Month-to-month,Yes,Mailed check,109.6,5953
8580-AECUZ,Month-to-month,Yes,Electronic check,79.1,79.1
1104-TNLZA,Month-to-month,Yes,Electronic check,105.8,2998
1442-BQPVU,Month-to-month,No,Electronic check,29.15,357.15
4277-PVRAN,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3
6077-BDPXA,Month-to-month,Yes,Electronic check,70.15,194.2
5143-WMWOG,Month-to-month,No,Electronic check,19.95,19.95
6005-OBZPH,Month-to-month,Yes,Electronic check,89.15,2277.65
6894-LFHLY,Month-to-month,Yes,Electronic check,75.75,75.75
2732-ISEZX,Month-to-month,Yes,Mailed check,20.5,104.3
1481-ZUWZA,Month-to-month,Yes,Credit card (automatic),94.5,2659.4
2782-LFZVW,Month-to-month,Yes,Mailed check,58.95,601.6
5293-WXJAK,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65
8444-WRIDW,Month-to-month,Yes,Credit card (automatic),80.45,5224.35
0621-TSSMU,One year,No,Credit card (automatic),19.95,1126.75
6925-BAYGL,Two year,No,Credit card (automatic),25.1,1275.6
3237-AJGEH,Month-to-month,Yes,Mailed check,31.0,95.05
6904-JLBGY,Two year,Yes,Credit card (automatic),117.35,8436.25
9620-ENEJV,Month-to-month,No,Credit card (automatic),70.55,433.95
5322-TEUJK,Two year,No,Bank transfer (automatic),114.6,8100.25
9364-YKUVW,Month-to-month,Yes,Mailed check,19.8,309.4
6463-MVYRY,Two year,No,Bank transfer (automatic),69.85,4003
6484-LATFU,Two year,No,Mailed check,24.55,1657.4
8718-PTMEZ,Month-to-month,Yes,Electronic check,31.05,347.25
7711-GQBZC,Two year,No,Bank transfer (automatic),24.7,1810.55
8722-NGNBH,Month-to-month,No,Mailed check,40.0,223.45
2432-TFSMK,One year,Yes,Credit card (automatic),89.6,1633
1472-TNCWL,Month-to-month,Yes,Electronic check,94.7,3512.5
0014-BMAQU,Two year,Yes,Credit card (automatic),84.65,5377.8
2724-FJDYW,One year,No,Bank transfer (automatic),54.85,2191.7
4693-VWVBO,Month-to-month,No,Electronic check,19.55,61.05
0301-KOBTQ,Two year,Yes,Bank transfer (automatic),20.05,614.45
7044-YAACC,Month-to-month,Yes,Electronic check,70.2,280.35
8290-YWKHZ,Month-to-month,Yes,Electronic check,93.2,2931
5908-QMGOE,Month-to-month,Yes,Credit card (automatic),74.2,1133.9
4795-KTRTH,Month-to-month,Yes,Electronic check,81.0,371.65
5057-RKGLH,Two year,No,Mailed check,20.35,191.1
6341-JVQGF,One year,Yes,Mailed check,81.15,2545.75
4065-JJAVA,Month-to-month,No,Electronic check,49.5,49.5
2018-QKYGT,Month-to-month,Yes,Electronic check,81.05,81.05
7379-FNIUJ,Month-to-month,No,Electronic check,100.2,198.5
1970-KKFWL,Two year,No,Bank transfer (automatic),23.3,797.1
7311-MQJCH,One year,No,Electronic check,19.55,99.6
5896-NPFWW,Month-to-month,Yes,Electronic check,50.15,168.15
8791-GFXLZ,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05
4979-HPRFL,Two year,No,Bank transfer (automatic),24.15,1402.25
6181-AXXYF,Two year,No,Credit card (automatic),24.75,1859.1
7908-QCBCA,Month-to-month,Yes,Mailed check,69.4,69.4
6877-TJMBR,Month-to-month,Yes,Electronic check,,84.8
0975-UYDTX,One year,Yes,Credit card (automatic),90.1,2312.55
4581-LNWUM,Month-to-month,No,Electronic check,49.15,649.4
4957-TIALW,One year,No,Credit card (automatic),65.6,1010
4989-LIXVT,Month-to-month,Yes,Electronic check,95.9,6503.2
0886-QGENL,Month-to-month,Yes,Electronic check,101.25,2754.45
2799-ARNLO,Month-to-month,Yes,Electronic check,69.35,341.6
3027-YNWZU,Two year,No,Credit card (automatic),25.0,1584.8
9578-VRMNM,Month-to-month,Yes,Credit card (automatic),65.2,1043.35
8943-URTMR,Month-to-month,Yes,Mailed check,79.65,152.7
7963-SHNDT,Two year,No,Mailed check,39.1,1982.1
8007-YYPWD,Two year,No,Bank transfer (automatic),25.05,369.1
4567-AKPIA,One year,Yes,Bank transfer (automatic),109.1,4454.25
6927-WTFIV,Month-to-month,No,Credit card (automatic),71.3,1389.2
5914-GXMDA,One year,No,Mailed check,19.3,593.2
7767-UXAGJ,Month-to-month,Yes,Electronic check,50.45,50.45
4827-DPADN,Two year,Yes,Bank transfer (automatic),83.3,6042.7
5788-YPOEG,Two year,No,Mailed check,84.75,2839.45
7242-EDTYC,Two year,No,Bank transfer (automatic),19.55,819.95
1676-MQAOA,Two year,Yes,Bank transfer (automatic),75.1,5336.35
5168-MSWXT,Month-to-month,Yes,Electronic check,94.75,759.55
1976-AZZPJ,Month-to-month,No,Mailed check,34.2,256.6
8711-LOBKY,Two year,No,Mailed check,19.85,1188.25
9057-SIHCH,Month-to-month,Yes,Electronic check,96.6,291.9
5229-DTFYB,Two year,Yes,Bank transfer (automatic),98.8,3959.15
6370-ZVHDV,Two year,No,Bank transfer (automatic),25.3,1554.9
4818-DRBQT,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25
2230-XTUWL,Two year,No,Mailed check,19.55,883.35
1066-JKSGK,Month-to-month,No,Mailed check,20.15,20.15
1852-QSWCD,Two year,Yes,Mailed check,24.8,1514.85
6625-FLENO,Two year,No,Mailed check,20.75,1185.95
1766-GKNMI,Month-to-month,Yes,Electronic check,84.9,2516.2
6502-HCJTI,Month-to-month,Yes,Credit card (automatic),94.7,673.1
2323-ARSVR,Two year,Yes,Electronic check,111.05,7321.05
3164-AALRN,One year,Yes,Mailed check,70.0,347.4
6064-ZATLR,Two year,No,Bank transfer (automatic),52.85,1498.65
2636-OHFMN,Month-to-month,Yes,Electronic check,48.55,201
7096-UCLNH,Month-to-month,No,Mailed check,20.05,20.05
3097-PYWXL,Month-to-month,Yes,Electronic check,19.95,82.9
4719-UMSIY,Month-to-month,No,Mailed check,19.65,100.9
6917-IAYHD,Month-to-month,No,Mailed check,33.6,33.6
0112-QWPNC,One year,No,Electronic check,84.35,4059.35
5208-HFSBT,Month-to-month,Yes,Credit card (automatic),55.05,102.75
6473-ULUHT,Month-to-month,No,Electronic check,84.9,1398.25
2080-SRCDE,Month-to-month,No,Mailed check,25.4,25.4
7504-UWHNB,Month-to-month,No,Electronic check,69.75,1729.35
5062-CJJKH,One year,No,Mailed check,53.65,1355.45
2272-WUSPA,Two year,Yes,Electronic check,110.75,7751.7
0380-ZCSBI,Month-to-month,No,Credit card (automatic),20.0,198.7
6250-CGGUN,One year,No,Electronic check,84.4,4484.05
9661-MHUMO,Month-to-month,Yes,Credit card (automatic),49.25,49.25
5176-OLSKT,Two year,No,Bank transfer (automatic),66.9,4370.25
5172-MIGPM,Month-to-month,No,Mailed check,65.55,237.2
6671-NGWON,Month-to-month,No,Mailed check,20.35,150.6
8169-SAEJD,Two year,No,Credit card (automatic),56.55,3952.65
3585-ISXZP,Month-to-month,No,Bank transfer (automatic),95.65,778.1
2108-GLPQB,Month-to-month,No,Credit card (automatic),55.55,1405.3
6029-WTIPC,Month-to-month,Yes,Electronic check,101.1,3744.05
0247-SLUJI,Month-to-month,No,Mailed check,19.7,19.7
4116-IQRFR,One year,No,Credit card (automatic),24.1,73.1
2309-OSFEU,Month-to-month,Yes,Mailed check,33.9,298.45
0458-HEUZG,Two year,No,Mailed check,35.4,450.4
7285-KLOTR,One year,No,Electronic check,78.85,876.75
1241-EZFMJ,Two year,No,Bank transfer (automatic),25.45,1538.6
6196-HBOBZ,Two year,Yes,Electronic check,99.35,6347.55
4872-VXRIL,One year,Yes,Bank transfer (automatic),64.65,3665.55
6194-HBGQN,One year,Yes,Credit card (automatic),81.15,4126.2
5681-LLOEI,One year,Yes,Credit card (automatic),91.25,4013.8
1536-HBSWP,Month-to-month,Yes,Electronic check,49.9,49.9
0988-JRWWP,Month-to-month,Yes,Electronic check,54.2,140.4
3665-JATSN,Month-to-month,Yes,Electronic check,39.7,710.05
1833-TCXKK,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8
0324-BRPCJ,Month-to-month,Yes,Electronic check,100.2,6851.65
2002-MZHWP,Month-to-month,No,Mailed check,20.5,20.5
4821-SJHJV,Month-to-month,No,Electronic check,89.6,2901.8
9581-GVBXT,One year,No,Mailed check,34.8,1980.3
5242-UOWHD,Two year,No,Mailed check,20.35,929.2
6892-XPFPU,Month-to-month,Yes,Electronic check,104.25,2433.9
1187-WILMM,Two year,Yes,Credit card (automatic),89.4,5597.65
4109-CYRBD,Month-to-month,Yes,Electronic check,51.6,1442
0913-XWSCN,Month-to-month,No,Bank transfer (automatic),85.5,4713.4
8837-VVWLQ,Month-to-month,No,Electronic check,84.95,668.4
6345-HOVES,Month-to-month,Yes,Bank transfer (automatic),25.05,852.7
3244-DCJWY,Month-to-month,Yes,Electronic check,70.25,70.25
8735-DCXNF,Month-to-month,Yes,Credit card (automatic),54.95,568.85
5676-CFLYY,Two year,Yes,Credit card (automatic),73.35,5154.5
8217-QYOHV,Month-to-month,Yes,Mailed check,55.75,266.95
2486-WYVVE,One year,Yes,Mailed check,79.3,2484
2024-BASKD,Month-to-month,Yes,Mailed check,74.6,74.6
5366-IJEQJ,Month-to-month,Yes,Electronic check,88.7,1761.45
6131-IUNXN,Month-to-month,No,Mailed check,20.2,382.2
3520-FJGCV,Two year,Yes,Credit card (automatic),112.6,8126.65
1734-ZMNTZ,Two year,No,Mailed check,25.0,300.7
4228-ZGYUW,Month-to-month,Yes,Electronic check,90.05,368.1
9601-BRXPO,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5
4584-LBNMK,One year,No,Credit card (automatic),24.7,1174.35
8495-LJDFO,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3
7976-CICYS,Month-to-month,Yes,Credit card (automatic),20.7,83.75
3374-PZLXD,Month-to-month,No,Mailed check,19.7,675.6
5696-JVVQY,Two year,Yes,Credit card (automatic),70.1,3238.4
2203-GHNWN,Month-to-month,Yes,Mailed check,79.65,1928.7
9489-UTFKA,Month-to-month,No,Bank transfer (automatic),60.9,551.95
4129-LYCOI,Two year,Yes,Electronic check,104.0,7039.05
2257-BOVXD,Month-to-month,Yes,Credit card (automatic),66.6,979.5
5143-EGQFK,Month-to-month,Yes,Electronic check,29.65,291.4
9833-TGFHX,One year,No,Electronic check,97.1,4016.75
8387-UGUSU,Month-to-month,No,Mailed check,20.05,284.3
5365-LLFYV,Month-to-month,Yes,Mailed check,45.85,105.6
9408-HRXRK,Month-to-month,Yes,Electronic check,105.15,4730.9
1565-RHDJD,Month-to-month,No,Bank transfer (automatic),84.05,333.55
1150-WFARN,Two year,Yes,Credit card (automatic),108.75,7156.2
5995-OIGLP,Month-to-month,No,Mailed check,56.65,654.85
0407-BDJKB,Month-to-month,Yes,Electronic check,95.75,5742.9
2947-DOMLJ,Month-to-month,No,Mailed check,50.6,50.6
8309-IEYJD,Month-to-month,Yes,Mailed check,70.6,70.6
3900-AQPHZ,Month-to-month,No,Mailed check,19.9,19.9
4544-RXFMG,One year,Yes,Mailed check,43.45,345.5
1624-NALOJ,Month-to-month,Yes,Electronic check,89.8,502.6
1447-GIQMR,Month-to-month,Yes,Electronic check,69.15,69.15
2346-LOCWC,Two year,No,Credit card (automatic),20.5,1191.4
5172-RKOCB,Two year,Yes,Credit card (automatic),108.95,7875
2808-CHTDM,Two year,No,Mailed check,25.1,611.45
1010-DIAUQ,Month-to-month,No,Bank transfer (automatic),96.5,492.55
8242-PDSGJ,Two year,Yes,Credit card (automatic),39.15,2692.75
5520-FVEWJ,Month-to-month,Yes,Electronic check,84.5,916.9
0958-YHXGP,Month-to-month,Yes,Mailed check,69.9,497.3
2135-RXIHG,Month-to-month,Yes,Electronic check,45.65,45.65
6981-TDRFT,One year,Yes,Electronic check,54.3,2317.1
5751-USDBL,Two year,No,Mailed check,81.0,3846.35
8457-XIGKN,Month-to-month,Yes,Credit card (automatic),19.6,356.15
0111-KLBQG,Month-to-month,Yes,Mailed check,93.95,2861.45
2676-ISHSF,Month-to-month,No,Mailed check,20.3,20.3
0436-TWFFZ,Two year,Yes,Mailed check,85.25,5714.2
4902-OHLSK,Month-to-month,No,Electronic check,98.65,2862.75
2560-QTSBS,One year,Yes,Bank transfer (automatic),23.3,1623.15
3902-FOIGH,Month-to-month,Yes,Electronic check,101.35,1218.55
1352-VHKAJ,Month-to-month,No,Bank transfer (automatic),71.6,1957.1
1741-WTPON,Two year,No,Mailed check,115.85,6567.9
2382-BCKQJ,One year,Yes,Electronic check,100.15,6413.65
7950-XWOVN,Month-to-month,No,Mailed check,34.7,383.55
0191-ZHSKZ,Month-to-month,Yes,Electronic check,74.75,2111.3
0362-RAOQO,Two year,No,Credit card (automatic),19.65,830.25
4282-ACRXS,Month-to-month,Yes,Electronic check,24.85,955.75
8799-OXZMD,Month-to-month,Yes,Mailed check,29.75,790.7
9223-UCPVT,Month-to-month,No,Electronic check,94.4,94.4
1600-DILPE,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35
0810-BDHAW,One year,No,Electronic check,78.4,1832.4
5334-AFQJB,Two year,Yes,Credit card (automatic),25.1,1789.9
0641-EVBOJ,Month-to-month,Yes,Mailed check,82.3,214.4
8015-IHCGW,Two year,Yes,Electronic check,115.5,8425.15
8746-OQQRW,Month-to-month,No,Mailed check,25.25,101.9
3370-HXOPH,Month-to-month,No,Electronic check,76.1,257.6
2722-JMONI,Month-to-month,Yes,Electronic check,49.55,49.55
0475-RIJEP,Month-to-month,Yes,Electronic check,77.85,3365.85
8111-BKVDS,Month-to-month,No,Bank transfer (automatic),40.7,449.3
0224-RLWWD,Month-to-month,Yes,Electronic check,44.3,89.3
6508-NJYRO,One year,No,Mailed check,,294.95
3411-WLRSQ,Month-to-month,Yes,Bank transfer (automatic),74.6,239.05
8316-BBQAY,Two year,No,Credit card (automatic),59.95,3921.1
2150-OEGBV,One year,No,Bank transfer (automatic),20.1,562.6
3551-HUAZH,Month-to-month,Yes,Electronic check,74.4,74.4
8884-FEEWR,One year,No,Bank transfer (automatic),20.6,754
5968-VXZLG,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9
3070-BDOQC,Two year,Yes,Electronic check,99.65,5941.05
2821-WARNZ,One year,No,Credit card (automatic),19.45,921.3
2108-XWMPY,Month-to-month,Yes,Mailed check,35.45,106.85
8194-PEEBY,One year,No,Mailed check,19.9,533.5
1832-PEUTS,Two year,Yes,Credit card (automatic),89.1,5411.65
2685-SREOM,Month-to-month,Yes,Electronic check,89.1,2368.4
2657-VPXTA,Month-to-month,Yes,Electronic check,88.85,929.45
5067-WJEUN,Two year,Yes,Bank transfer (automatic),54.2,3838.2
2205-YMZZJ,Month-to-month,Yes,Electronic check,84.8,546.95
4277-UDIEF,Month-to-month,No,Bank transfer (automatic),81.0,1923.85
1480-BKXGA,Two year,Yes,Bank transfer (automatic),116.05,8404.9
4648-YPBTM,Two year,Yes,Bank transfer (automatic),73.9,3958.25
3097-NQYSN,Month-to-month,Yes,Mailed check,86.85,156.35
9250-WYPLL,Month-to-month,No,Electronic check,75.55,
5245-VDBUR,One year,No,Mailed check,35.45,1958.95
8468-FZTOE,Two year,Yes,Electronic check,74.35,5237.4
7639-OPLNG,Two year,Yes,Bank transfer (automatic),79.25,5731.85
8631-XVRZL,One year,Yes,Mailed check,20.15,163.7
1051-GEJLJ,Month-to-month,No,Mailed check,19.5,27.55
5753-QQWPW,One year,Yes,Electronic check,59.9,1654.7
9339-FIIJL,Two year,No,Bank transfer (automatic),85.95,6151.9
8644-XYTSV,Month-to-month,Yes,Bank transfer (automatic),40.15,1626.05
6688-UZPWD,Month-to-month,Yes,Electronic check,102.0,1145.35
1534-OULXE,One year,Yes,Bank transfer (automatic),49.7,2961.4
3902-MIVLE,Two year,No,Mailed check,75.7,4676.7
4237-RLAQD,Month-to-month,Yes,Mailed check,45.85,45.85
